key,PROGRAMA,CICLO,ESTADO,CREDITOS,PROMEDIO,GENERO,TITULO_BACHILLER,EDAD,ESTADO_CIVIL,EMPLEO,ESTRATO,GRUPO_VULNERABLE,latitude,longitude,LOCALIDAD
MTAwMTA2NjE5MiB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,DESERTOR,15,2.8419999999999996,M,REGULAR,19,SOLTERO,DESEMPLEADO,2,0,4.6358279000000016,-74.06920579999998,RAFAEL URIBE
MTAwMTA3NzM1NyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,DESERTOR,27,2.8225925925925925,F,REGULAR,20,SOLTERO,EMPLEADO,2,0,4.550826,-74.143472,CIUDAD BOLIVAR
MTAwMTA4OTcxNyB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gTUFOVEVOSU1JRU5UTyBJTkRVU1RSSUFM,TECNICO PROFESIONAL EN MANTENIMIENTO INDUSTRIAL,TECNICO,DESERTOR,27,1.5892592592592594,M,REGULAR,20,SOLTERO,DESEMPLEADO,3,0,,,MUNICIPIO ALEDANO
MTAwMTExNDIxMSB8IFRFQ05JQ0EgUFJPRkVTSU9OQUwgRU4gUFJPQ0VTT1MgREUgTUFOVUZBQ1RVUkE=,TECNICA PROFESIONAL EN PROCESOS DE MANUFACTURA,TECNICO,DESERTOR,15,1.7653333333333332,M,VALIDACION,25,SOLTERO,EMPLEADO,3,0,4.6165239,-74.1021918,MUNICIPIO ALEDANO
MTAwMTE2NzI1OCB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST05JQ0EgSU5EVVNUUklBTA==,TECNICO PROFESIONAL EN ELECTRONICA INDUSTRIAL,TECNICO,GRADUADO,91,4.1579999999999995,M,REGULAR,20,SOLTERO,DESEMPLEADO,3,1,4.6407013,-74.1431953,MUNICIPIO ALEDANO
MTAwMTE3MTU2OSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gRUxFQ1RST01FQ0FOSUNB,TECNICO PROFESIONAL EN ELECTROMECANICA,TECNICO,GRADUADO,81,3.6475308641975315,M,REGULAR,31,SOLTERO,,2,0,,,
MTAwMTE3NTAxOSB8IFRFQ05JQ08gUFJPRkVTSU9OQUwgRU4gQ09NUFVUQUNJT04=,TECNICO PROFESIONAL EN COMPUTACION,TECNICO,GRADUADO,74,3.92991891891892,M,REGULAR,21,SOLTERO,DESEMPLEADO,2,0,4.5432459000000005,-74.1112079,SANTA FE
MTAwMTE3NTAxOSB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,GRADUADO,34,4.149117647058823,M,REGULAR,21,SOLTERO,DESEMPLEADO,2,0,4.5432459000000005,-74.1112079,SANTA FE
MTAwMTE4MDU4MCB8IElOR0VOSUVSSUEgREUgU0lTVEVNQVM=,INGENIERIA DE SISTEMAS,PROFESIONAL,DESERTOR,14,0.3664285714285714,M,REGULAR,31,SOLTERO,,2,0,,,
MTAwMTE4MDU4MCB8IFRFQ05PTE9HSUEgRU4gU0lTVEVNQVM=,TECNOLOGIA EN SISTEMAS,TECNOLOGIA,GRADUADO,9,2.1166666666666667,M,REGULAR,31,SOLTERO,,2,0,,,
MTAwMTE4MjQ4MiB8IFRFQ05PTE9HSUEgRU4gREVTQVJST0xMTyBERSBTT0ZUV0FSRQ==,TECNOLOGIA EN DESARROLLO DE SOFTWARE,TECNOLOGIA,DESERTOR,21,2.4714285714285715,M,REGULAR,26,SOLTERO,EMPLEADO,2,0,4.6497866,-74.06006540000001,BOSA
